|soc_code|soc_title|soc_direct_match_title|illustrative_example
469|13-2052|Personal Financial Advisors|Estate Planning Counselor|
470|13-2052|Personal Financial Advisors|Financial Counselor|
471|13-2052|Personal Financial Advisors|Individual Pension Adviser|x
472|13-2052|Personal Financial Advisors|Individual Pension Consultant|
473|13-2052|Personal Financial Advisors|Personal Financial Planner|
474|13-2052|Personal Financial Advisors|Personal Investment Adviser|x
475|13-2053|Insurance Underwriters|Automobile and Property Underwriter|x
476|13-2053|Insurance Underwriters|Bond Underwriter|x
477|13-2053|Insurance Underwriters|Insurance Analyst|x
478|13-2053|Insurance Underwriters|Insurance Underwriter|
479|13-2053|Insurance Underwriters|Insurance Writer|
480|13-2053|Insurance Underwriters|Underwriting Account Representative|
481|13-2053|Insurance Underwriters|Underwriting Service Representative|
482|13-2054|Financial Risk Specialists|Financial Risk Analyst|x
483|13-2061|Financial Examiners|Bank Compliance Officer|
484|13-2061|Financial Examiners|Bank Examiner|x
485|13-2061|Financial Examiners|Financial Compliance Examiner|x
486|13-2061|Financial Examiners|Home Mortgage Disclosure Act Specialist|x
487|13-2061|Financial Examiners|Payroll Examiner|
488|13-2061|Financial Examiners|Pension Examiner|
489|13-2071|Credit Counselors|Credit Counselor|
490|13-2071|Credit Counselors|Debt Management Counselor|x
491|13-2071|Credit Counselors|Student Financial Aid Counselor|x
492|13-2071|Credit Counselors|Student Loan Counselor|x
493|13-2072|Loan Officers|Branch Lending Officer|
494|13-2072|Loan Officers|Commercial Lender|x
495|13-2072|Loan Officers|Loan Analyst|
496|13-2072|Loan Officers|Loan Officer|
497|13-2072|Loan Officers|Loan Reviewer|x
498|13-2072|Loan Officers|Payday Loan Officer|x
499|13-2072|Loan Officers|Real Estate Loan Officer|x
500|13-2081|Tax Examiners and Collectors, and Revenue Agents|City Collector|
501|13-2081|Tax Examiners and Collectors, and Revenue Agents|Customs Appraiser|
502|13-2081|Tax Examiners and Collectors, and Revenue Agents|Income Tax Adjuster|
503|13-2081|Tax Examiners and Collectors, and Revenue Agents|Internal Revenue Agent|
504|13-2081|Tax Examiners and Collectors, and Revenue Agents|Internal Revenue Service Agent|x
505|13-2081|Tax Examiners and Collectors, and Revenue Agents|Revenue Collector|x
506|13-2081|Tax Examiners and Collectors, and Revenue Agents|Revenue Enforcement Agent|
507|13-2081|Tax Examiners and Collectors, and Revenue Agents|Tax Compliance Officer|
508|13-2081|Tax Examiners and Collectors, and Revenue Agents|Tax Compliance Representative|
509|13-2081|Tax Examiners and Collectors, and Revenue Agents|Tax Examiner|
510|13-2081|Tax Examiners and Collectors, and Revenue Agents|Tax Investigator|x
511|13-2081|Tax Examiners and Collectors, and Revenue Agents|Tax Revenue Officer|
512|13-2082|Tax Preparers|Corporate Tax Preparer|
513|13-2082|Tax Preparers|Income Tax Advisor|x
514|13-2082|Tax Preparers|Income Tax Preparer|x
515|13-2082|Tax Preparers|Licensed Tax Consultant|x
516|13-2082|Tax Preparers|Tax Consultant|
517|13-2082|Tax Preparers|Tax Specialist|
518|13-2099|Financial Specialists, All Other|Bail Bondsman|x
519|13-2099|Financial Specialists, All Other|Bondsman|
520|13-2099|Financial Specialists, All Other|Executor of Estate|X
521|13-2099|Financial Specialists, All Other|Foreign Exchange Trader|x
522|15-1211|Computer Systems Analysts|Applications Analyst|x
523|15-1211|Computer Systems Analysts|Computer Systems Consultant|
524|15-1211|Computer Systems Analysts|Data Processing Systems Analyst|x
525|15-1211|Computer Systems Analysts|Information Systems Analyst|x
526|15-1211|Computer Systems Analysts|Information Systems Planner|
527|15-1211|Computer Systems Analysts|Programmer Analyst|
528|15-1211|Computer Systems Analysts|Systems Architect|x
529|15-1212|Information Security Analysts|Computer Security Specialist|x
530|15-1212|Information Security Analysts|Computer Systems Security Analyst|
531|15-1212|Information Security Analysts|Information Security Analyst|
532|15-1212|Information Security Analysts|Information Systems Security Analyst|
533|15-1212|Information Security Analysts|IT Risk Specialist|x
534|15-1212|Information Security Analysts|Network Security Analyst|x
535|15-1221|Computer and Information Research Scientists|Computational Theory Scientist|x
536|15-1221|Computer and Information Research Scientists|Computer Scientist|
537|15-1221|Computer and Information Research Scientists|Control System Computer Scientist|x
538|15-1221|Computer and Information Research Scientists|Programming Methodology and Languages Researcher|x
539|15-1231|Computer Network Support Specialists|Network Diagnostic Support Specialist|x
540|15-1231|Computer Network Support Specialists|Network Support Technician|x
541|15-1231|Computer Network Support Specialists|Network Technician|x
542|15-1232|Computer User Support Specialists|Computer Customer Support Specialist|
543|15-1232|Computer User Support Specialists|Computer Help Desk Representative|
544|15-1232|Computer User Support Specialists|Computer Help Desk Specialist|
545|15-1232|Computer User Support Specialists|End-User Support Specialist|x
546|15-1232|Computer User Support Specialists|Help Desk Analyst|
547|15-1232|Computer User Support Specialists|Help Desk Technician|x
548|15-1232|Computer User Support Specialists|IT Support Specialist|x
549|15-1232|Computer User Support Specialists|PC Support Specialist|
550|15-1241|Computer Network Architects|Computer Network Engineer|x
551|15-1241|Computer Network Architects|Network Designer|x
552|15-1241|Computer Network Architects|Network Developer|x
553|15-1241|Computer Network Architects|Network Engineer|
554|15-1242|Database Administrators|Automatic Data Processing Planner|
555|15-1242|Database Administrators|Database Administration Manager|
556|15-1242|Database Administrators|Database Coordinator|
557|15-1242|Database Administrators|Database Programmer|x
558|15-1242|Database Administrators|Database Security Administrator|x
559|15-1243|Database Architects|Data Architect|x
560|15-1243|Database Architects|Data Integration Specialist|x
561|15-1243|Database Architects|Data Warehousing Specialist|x
562|15-1243|Database Architects|Database Developer|x
563|15-1244|Network and Computer Systems Administrators|LAN Administrator|
564|15-1244|Network and Computer Systems Administrators|LAN Systems Administrator|
565|15-1244|Network and Computer Systems Administrators|Local Area Network Administrator|
566|15-1244|Network and Computer Systems Administrators|Network Analyst|x
567|15-1244|Network and Computer Systems Administrators|Network Coordinator|x
568|15-1244|Network and Computer Systems Administrators|Network Support Coordinator|
569|15-1244|Network and Computer Systems Administrators|Network Support Manager|
570|15-1244|Network and Computer Systems Administrators|Network Systems Administrator|
571|15-1244|Network and Computer Systems Administrators|Network Systems Coordinator|
572|15-1244|Network and Computer Systems Administrators|WAN Systems Administrator|
573|15-1244|Network and Computer Systems Administrators|Wide Area Network Administrator|x
574|15-1251|Computer Programmers|Applications Programmer|x
575|15-1251|Computer Programmers|Computer Language Coder|x
576|15-1251|Computer Programmers|Computer Programmer|
577|15-1251|Computer Programmers|IT Programmer|x
578|15-1251|Computer Programmers|Junior Software Developer|
579|15-1251|Computer Programmers|Mainframe Programmer|
580|15-1251|Computer Programmers|Systems Programmer|x
581|15-1252|Software Developers|Application Integration Engineer|
582|15-1252|Software Developers|Applications Developer|
583|15-1252|Software Developers|Computer Applications Developer|
584|15-1252|Software Developers|Computer Applications Engineer|x
585|15-1252|Software Developers|Computer Systems Engineer|x
586|15-1252|Software Developers|Computer Systems Software Architect|
587|15-1252|Software Developers|Computer Systems Software Engineer|
588|15-1252|Software Developers|Embedded Systems Software Developer|
589|15-1252|Software Developers|Enterprise Systems Engineer|
590|15-1252|Software Developers|Mobile Applications Developer|x
591|15-1252|Software Developers|Software Applications Architect|x
592|15-1252|Software Developers|Software Applications Designer|
593|15-1252|Software Developers|Software Applications Engineer|
594|15-1252|Software Developers|Software Engineer|x
595|15-1252|Software Developers|Software Systems Engineer|
596|15-1252|Software Developers|Systems Software Designer|
597|15-1252|Software Developers|Systems Software Developer|x
598|15-1252|Software Developers|Systems Software Specialist|
599|15-1253|Software Quality Assurance Analysts and Testers|Applications Tester|x
600|15-1253|Software Quality Assurance Analysts and Testers|Software Quality Assurance Technician|x
601|15-1253|Software Quality Assurance Analysts and Testers|Software Quality Control Specialist|x
602|15-1253|Software Quality Assurance Analysts and Testers|Software Quality Engineer|x
603|15-1253|Software Quality Assurance Analysts and Testers|Software Test Engineer|x
604|15-1254|Web Developers|Intranet Developer|x
605|15-1254|Web Developers|Web Applications Developer|x
606|15-1254|Web Developers|Web Architect|x
607|15-1254|Web Developers|Web Content Developer|
608|15-1254|Web Developers|Web Developer|
609|15-1255|Web and Digital Interface Designers|Digital Designer|x
610|15-1255|Web and Digital Interface Designers|Graphic Web Designer|x
611|15-1255|Web and Digital Interface Designers|Web Content Specialist|x
612|15-1299|Computer Occupations, All Other|Computer Console Operator|x
613|15-1299|Computer Occupations, All Other|Computer Laboratory Technician|x
614|15-1299|Computer Occupations, All Other|Data Center Operator|x
615|15-2011|Actuaries|Actuarial Associate|
616|15-2011|Actuaries|Actuarial Mathematician|x
617|15-2011|Actuaries|Health Actuary|x
618|15-2011|Actuaries|Insurance Actuary|x
619|15-2011|Actuaries|Pricing Actuary|
620|15-2011|Actuaries|Product Development Actuary|
621|15-2021|Mathematicians|Algebraist|x
622|15-2021|Mathematicians|Cipher Expert|
623|15-2021|Mathematicians|Cryptanalyst|
624|15-2021|Mathematicians|Cryptographer|x
625|15-2021|Mathematicians|Cryptographic Vulnerability Analyst|x
626|15-2021|Mathematicians|Geometrician|
627|15-2031|Operations Research Analysts|Operations Analyst|x
628|15-2031|Operations Research Analysts|Procedure Analyst|x
629|15-2031|Operations Research Analysts|Process Analyst|x
630|15-2041|Statisticians|Analytical Statistician|
631|15-2041|Statisticians|Applied Statistician|
632|15-2041|Statisticians|Biometrician|
633|15-2041|Statisticians|Biostatistician|x
634|15-2041|Statisticians|Environmental Statistician|
635|15-2041|Statisticians|Mathematical Statistician|
636|15-2041|Statisticians|Research Biostatistician|
637|15-2041|Statisticians|Sampling Expert|
638|15-2041|Statisticians|Statistical Analyst|x
639|15-2041|Statisticians|Statistical Reporting Analyst|
640|15-2041|Statisticians|Survey Statistician|
641|15-2041|Statisticians|Time Study Statistician|x
642|15-2051|Data Scientists|Business Intelligence Developer|x
643|15-2051|Data Scientists|Data Analytics Specialist|x
644|15-2051|Data Scientists|Data Mining Analyst|x
645|15-2051|Data Scientists|Data Visualization Developer|x
646|15-2099|Mathematical Science Occupations, All Other|Harmonic Analyst|x
647|15-2099|Mathematical Science Occupations, All Other|Mathematical Engineering Technician|x
648|15-2099|Mathematical Science Occupations, All Other|Mathematics Technician|
649|17-1011|Architects, Except Landscape and Naval|Building Architect|x
650|17-1011|Architects, Except Landscape and Naval|Building Architectural Designer|x
651|17-1011|Architects, Except Landscape and Naval|Structural Architect|x
652|17-1012|Landscape Architects|Golf Course Architect|x
653|17-1012|Landscape Architects|Golf Course Designer|x
654|17-1012|Landscape Architects|Landscape Architect|
655|17-1012|Landscape Architects|Landscape Designer|x
656|17-1021|Cartographers and Photogrammetrists|Cadastral Mapper|
657|17-1021|Cartographers and Photogrammetrists|Digital Cartographer|x
658|17-1021|Cartographers and Photogrammetrists|Engineer, Photogrammetric|
659|17-1021|Cartographers and Photogrammetrists|Map Maker|
660|17-1021|Cartographers and Photogrammetrists|Mapper|x
661|17-1021|Cartographers and Photogrammetrists|Orthophotography Technician|
662|17-1021|Cartographers and Photogrammetrists|Photo Cartographer|
663|17-1021|Cartographers and Photogrammetrists|Photogrammetrist|
664|17-1021|Cartographers and Photogrammetrists|Topographer|x
665|17-1022|Surveyors|City Surveyor|
666|17-1022|Surveyors|County Surveyor|
667|17-1022|Surveyors|Geodetic Surveyor|x
